Date,Punjab,Haryana,Rajasthan,Delhi,UP,Uttarakhand,HP,J&K(UT) & Ladakh(UT),Chandigarh,Chhattisgarh,Gujarat,MP,Maharashtra,Goa,Andhra Pradesh,Telangana,Karnataka,Kerala,Tamil Nadu,Puducherry,Bihar,DVC,Jharkhand,Odisha,West Bengal,Sikkim,Arunachal Pradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura
23-07-21,11444,8904,11862,5536,22520,1993,1469,2398,308,3948,16485,9246,19120,524,7171,7387,7466,3283,14257,396,6407,3066,1588,5762,8349,80,134,1975,185,294,99,140,271
24-07-21,12032,9459,11547,5374,22919,2065,1531,2392,322,3697,15732,8713,18083,563,7584,8089,7847,3098,14247,440,6516,3005,1622,5999,8270,74,136,2034,187,292,100,138,296
25-07-21,12268,9195,12024,6007,23551,1926,1358,2332,292,3908,13332,8576,17449,515,7941,8964,6577,2928,12721,397,6632,3047,1677,5968,8524,69,130,1917,198,305,92,140,285
26-07-21,11820,9628,11724,5854,23577,1994,1505,2319,305,4064,13653,8905,18944,572,8291,9676,7642,3414,14319,401,6751,3048,1643,6008,8400,89,123,2001,192,301,103,131,291
27-07-21,11619,9175,10556,5585,22698,1551,1457,2094,297,3823,13938,8575,19508,551,8673,11096,8243,3232,14417,416,6764,3255,1636,5611,8483,90,130,2033,188,301,100,131,282
28-07-21,8941,7962,10355,4907,19533,1885,1436,2361,246,3424,13932,8457,19828,600,9227,11185,9029,3293,14866,436,6348,3298,1650,5290,8120,85,130,1825,198,292,99,140,265
29-07-21,8277,7405,9853,4894,18914,1977,1392,2307,264,3393,14286,8689,19904,582,9435,11376,9598,3306,14972,445,5983,3169,1542,5241,7648,89,147,1812,189,325,325,138,260
30-07-21,9521,7102,9978,4904,19428,2057,1482,2288,285,3413,14153,8781,19833,585,9509,11432,9897,3351,15115,427,5813,2825,1677,5215,7633,80,137,1925,181,313,106,130,248
31-07-21,10293,8199,9237,4933,19263,2051,1463,2223,289,3462,14398,8471,19484,568,9654,11512,9901,3216,15003,435,5187,2760,1465,5318,7871,82,136,1915,197,306,98,132,255
01-08-21,10179,7786,8881,4819,18627,1788,1272,2218,280,3557,13418,7816,18503,510,9363,11131,9057,3122,13822,410,6132,2903,1504,4865,7971,60,139,1811,180,291,94,121,277
02-08-21,10818,8444,9350,4866,20250,1943,1492,2219,301,3772,14593,7416,20052,567,10362,11638,10443,3392,15596,429,6130,2954,1616,5109,8403,85,138,1876,191,312,96,143,273
03-08-21,10247,8357,9272,5100,20220,1959,1439,2273,278,3963,14820,7678,20912,555,10414,12032,10802,3290,15388,452,6285,2989,1447,5041,8184,85,140,2028,203,359,94,132,287
04-08-21,10757,8828,10056,5223,21702,2030,1466,2319,296,4077,15207,8305,21337,576,10680,11998,10448,3340,15737,452,6208,2981,1492,5155,7855,81,135,1918,205,323,96,133,283
05-08-21,10991,9160,10062,5422,21064,1978,1485,2210,285,4318,16239,8446,21358,565,10687,12414,10726,3288,16029,400,6205,3046,1482,5382,8255,83,146,1979,199,315,100,134,247
06-08-21,11144,9435,10689,5677,22835,2092,1542,2388,309,4519,17239,8554,21836,565,10715,12050,10836,3316,16011,422,6216,3084,1487,5404,8227,80,146,1865,195,289,99,125,244
07-08-21,11442,9185,10704,5524,22485,2065,1522,2302,290,4637,18083,8840,22578,567,11018,12219,10603,3187,14701,431,6175,3063,1453,5446,8037,83,141,1903,194,305,103,117,266
08-08-21,11394,8829,10223,5060,21153,1879,1290,2242,278,4643,16926,8882,22098,516,10914,11812,10202,2973,13876,420,6088,3059,1457,5310,7742,67,139,1919,182,295,94,127,256
09-08-21,11134,9290,10985,5132,20160,1886,1451,2322,306,4698,19019,9078,23784,568,10804,12257,10912,3443,15442,417,6133,3115,1487,5316,8651,84,141,1973,197,310,104,155,274
10-08-21,12275,9852,11509,5546,21396,2027,1558,2254,335,4728,18676,8901,24428,602,9342,12507,11023,3404,15548,415,6201,3074,1545,5113,8888,87,138,1935,198,320,103,155,277
11-08-21,12501,10124,11978,5705,21843,1973,1521,2232,348,4611,18342,9313,23699,583,10130,12452,11371,3373,15387,393,5961,3038,1474,5217,8960,86,140,1926,205,328,101,144,291
12-08-21,12800,10568,12309,5903,21118,2051,1540,2389,350,4687,18845,9580,24303,592,10615,12855,11213,3457,14947,414,5917,3116,1440,5000,8782,87,128,1957,202,318,91,141,293
13-08-21,12878,10536,12678,5997,22569,2024,1493,2344,344,4814,18654,10110,23990,596,9704,11947,10873,3294,15471,403,6033,3124,1597,5404,8655,85,124,1978,193,330,101,139,276
14-08-21,13113,10598,12814,5897,23545,1982,1515,2358,292,4785,18644,10208,23556,591,9119,11835,10675,3301,15096,377,6251,3128,1536,5359,8664,77,129,1947,197,310,106,133,280
15-08-21,12628,10568,13077,5817,23111,1791,1194,2300,249,4632,17327,10578,21812,522,9249,11840,9730,3063,12754,325,6219,3115,1486,5166,8457,67,129,1842,200,312,92,132,277
16-08-21,13032,10624,13590,6337,22642,2051,1453,2403,304,4529,19061,10533,23392,563,9067,8854,10830,3377,14932,343,6191,3185,1387,5205,8733,86,129,1939,196,305,98,130,281
17-08-21,12846,11124,14151,6513,22841,2139,1550,2448,329,4526,19431,10628,22182,582,8434,8533,10137,3469,15232,388,6067,3150,1357,5256,8486,88,134,1900,188,318,104,136,270
18-08-21,12769,11210,14578,6453,23603,2157,1589,2433,356,4111,18932,9820,20823,563,8968,8768,10318,3412,14795,405,6084,3081,1398,5810,8282,89,132,1946,193,323,107,134,260
19-08-21,12841,11313,14645,6368,23092,2099,1528,2533,344,4256,18943,9604,20744,579,9405,9531,10209,3402,15028,424,5979,3231,1542,5197,7990,79,122,1915,191,318,107,120,264
20-08-21,12744,11144,14111,6082,21148,1872,1507,2408,278,4161,18471,9324,20413,599,9632,10408,10522,3336,15034,383,5981,3098,1382,5109,7795,89,120,1909,202,311,105,135,278
21-08-21,12625,9354,12733,4855,19526,1929,1567,2385,238,4315,17812,9270,20202,587,9202,10541,10378,2972,14110,352,6292,3109,1439,5212,8238,87,135,2005,206,333,105,142,275
22-08-21,10592,7142,11384,4813,20518,1711,1313,2310,228,4044,14285,9306,19095,541,8827,9749,8823,3103,12488,325,6088,3013,1357,5204,8289,70,129,1863,189,314,98,141,272
23-08-21,10208,8741,11915,5502,20855,1962,1514,2357,282,4412,17266,9285,20456,610,9110,10673,9520,3325,13872,360,5946,3054,1307,5369,8842,88,118,1877,205,298,98,141,295
24-08-21,10962,9547,12958,5766,20808,1887,1508,2472,316,4486,18254,9688,21303,634,9530,11554,9369,3546,14420,366,5878,3001,1470,5394,8778,88,120,1883,195,330,102,119,285
25-08-21,11815,9354,13387,5775,20654,1903,1578,2448,346,4690,18467,9949,21950,582,9378,12159,9600,3607,14876,382,5729,3051,1454,5814,8411,83,125,1915,185,329,108,125,287
26-08-21,11991,9853,13585,5559,20593,1871,1551,2249,344,4801,19148,10166,22029,579,9246,10328,10390,3458,14963,432,5783,3091,1459,5634,8142,82,127,1904,200,321,103,126,290
27-08-21,12096,10548,13424,5711,19949,1784,1569,2388,343,4869,19336,10399,22197,587,9120,10184,10304,3421,14623,372,5710,3135,1392,5447,8080,84,122,1840,197,324,103,124,296
28-08-21,12090,10272,14136,5602,19995,1764,1519,2315,295,4736,19164,9526,22371,575,8167,9573,9750,3177,14004,381,5672,3134,1433,5272,8325,87,125,1923,202,328,107,129,288
29-08-21,11836,9715,14473,5325,20378,1699,1398,2356,243,4523,17530,9542,21203,544,8027,8183,8043,2899,11967,331,5405,3135,1429,4882,7973,72,101,1810,189,307,98,123,263
30-08-21,12058,9740,13657,5129,20030,1738,1473,2425,272,4536,15887,9927,21552,549,8078,7464,8835,3421,14228,381,5741,3105,1390,4851,7960,82,100,1827,198,326,104,144,282
31-08-21,12167,9157,13109,4910,20474,1922,1486,2441,303,4531,15158,9662,19883,588,8267,7385,9030,3513,14687,396,6003,3135,1526,4658,8503,82,136,2004,203,323,103,133,299
01-09-21,12152,8244,11470,4288,20508,1903,1474,2551,294,4687,13761,9886,20116,575,8480,7847,9705,3488,14517,388,6293,3066,1493,5166,8552,84,127,1942,208,324,101,127,292
02-09-21,12062,8529,11148,4664,21808,1953,1486,2523,281,4863,13891,10086,20502,595,8323,9061,9886,3466,14724,364,6186,3053,1470,5203,8549,84,133,1877,204,330,106,130,300
03-09-21,11372,8310,9950,5130,20872,1938,1460,2397,286,4870,14373,10399,20700,590,8520,8439,9480,3490,13780,378,6194,3094,1450,5639,8904,81,138,1995,213,317,100,142,308
04-09-21,10702,7762,10617,4493,21328,1915,1502,2421,263,4626,14643,9907,20906,572,8204,8306,9208,3375,13088,370,6303,3127,1534,5955,9004,91,140,2078,210,324,97,142,307
05-09-21,10521,7549,10847,4819,21953,1828,1347,2487,282,4555,13942,9822,18921,521,8023,7345,7916,2942,12781,319,6428,3125,1585,5928,8874,70,142,2039,195,298,88,140,305
06-09-21,11531,8895,11394,5496,22990,2018,1566,2515,331,4323,15421,10083,20854,541,7668,7589,8467,3404,13510,396,6384,3093,1458,5496,8714,94,115,1903,197,307,105,146,285
07-09-21,11410,8570,11754,5481,21721,2002,1555,2471,325,4041,15312,10252,19659,534,7914,6347,8496,3542,14249,414,6258,3058,1404,5498,8112,92,123,1962,201,325,105,135,280
08-09-21,11384,8604,11713,5198,21958,1931,1501,2305,312,4270,14441,9970,19600,559,8173,7223,8470,3463,14964,410,6273,3040,1535,5784,8382,93,115,2026,199,300,100,137,287
09-09-21,11415,8715,11876,5101,21756,1981,1452,2423,306,4243,13593,9601,18918,522,8580,8405,9341,3616,15062,418,6288,3082,1478,5550,8592,94,139,2081,202,318,101,126,298
10-09-21,10488,8253,10861,5064,21158,2010,1518,2254,303,3962,13108,9290,18581,446,8922,9420,8774,3606,14036,384,6486,3125,1567,5642,8371,96,145,2070,135,311,105,143,306
11-09-21,7806,6974,8780,4517,19678,1927,1429,2212,255,3854,13360,9648,19422,449,8802,9424,9584,3530,14824,428,6347,3230,1478,5287,8438,90,141,2089,190,318,106,138,300
12-09-21,6525,6019,8492,4009,21344,1756,1273,2256,219,3892,12483,9567,18721,472,9035,9690,8838,3114,13400,385,6018,3139,1417,4495,8091,70,142,2068,194,290,97,137,297
13-09-21,7846,6983,9179,4820,20088,1947,1511,2322,265,3646,13409,9699,19871,524,9429,10333,9675,3459,15358,409,6231,3128,1409,4459,8119,95,138,2105,206,313,111,142,285
14-09-21,8682,7648,9055,4740,18708,1912,1428,2491,258,3363,13605,9480,19756,520,9588,9595,9838,3625,15736,430,6075,3078,1249,4824,7316,91,138,2091,206,304,108,143,289
15-09-21,9597,7920,9358,4838,16712,1971,1543,2385,290,3514,13315,9107,20136,565,10207,10445,10103,3640,15786,440,5605,3046,1365,5004,7834,86,147,2090,191,292,98,130,285
16-09-21,9504,7315,9731,4570,14147,1925,1518,2320,312,3460,14069,8448,20220,573,10445,11362,10818,3640,15739,415,5658,3095,1418,5179,7880,91,138,1900,199,312,95,142,289
17-09-21,10134,7291,9593,4449,16086,1835,1415,2531,258,3172,13806,8638,20591,563,10388,12238,11444,3610,15419,397,5480,2924,1314,5345,7370,93,139,1857,182,294,99,129,262
18-09-21,10367,7715,9892,4301,18809,1985,1470,2530,270,3764,14252,9378,20638,586,10338,12432,11723,3679,14573,415,5831,3045,1265,5472,7664,95,135,1773,187,320,98,126,252
19-09-21,10870,7494,9453,4567,20092,1873,1356,2377,271,3511,12400,9300,19962,543,10338,11939,11481,3372,13756,392,6185,3117,1515,5501,7678,68,144,1912,185,330,92,138,260
20-09-21,11457,8845,10303,5085,20764,1991,1551,2211,363,3673,14153,9864,21502,598,10026,11366,12125,3787,15080,425,6051,3128,1430,5273,7313,98,145,1989,192,317,100,134,275
21-09-21,10929,8518,9851,5209,20812,2074,1390,2380,246,3860,14300,9785,21366,598,9944,9181,10923,3806,15084,430,6165,3134,1598,5121,7591,89,137,1958,194,294,101,137,276
22-09-21,9111,7395,8564,4603,19301,1919,1547,2386,257,3877,14164,10027,20720,607,9331,8949,10782,3767,15032,419,5933,3119,1453,5285,7576,92,128,1995,197,328,101,133,293
23-09-21,7965,6408,8698,4811,18451,1861,1437,2364,233,3822,14213,10136,20556,602,9520,9245,10643,3774,14941,421,6085,3165,1467,5117,8078,92,152,2102,204,316,96,138,307
24-09-21,7205,6999,8706,4759,18661,1875,1417,2374,227,3897,14213,9941,20069,585,9351,9506,11283,3747,14521,427,5994,3268,1418,5346,8697,94,130,2098,196,315,98,134,308
25-09-21,8130,7339,9131,4376,18727,1950,1474,2517,247,3851,14752,9531,20061,597,9477,9885,10846,3776,14894,430,6171,3291,1589,5332,8651,100,132,2100,204,290,95,135,265
26-09-21,8380,6671,8781,4270,19180,1815,1375,2557,235,3769,13306,9368,19410,552,8731,8898,10176,3317,12924,371,6185,3117,1533,4951,8095,82,123,2008,178,274,91,128,288
27-09-21,8754,7731,9230,4877,20053,1965,1457,2401,269,3808,14369,9621,20078,593,7525,7962,10731,3107,14419,398,6042,3079,1505,4987,7972,104,135,1987,206,304,112,145,307
28-09-21,9316,8045,9239,5063,20816,1910,1461,2495,285,3894,14181,9779,19793,612,8620,7271,10378,3484,15118,397,5786,3067,1572,5028,7388,100,149,1991,202,305,103,143,291
29-09-21,9832,8506,9508,5118,20482,1929,1541,2557,284,3712,13163,10098,19947,600,8588,8134,10658,3603,15124,448,5997,3016,1479,5088,7114,105,139,1964,201,311,103,143,277
30-09-21,10118,8488,9620,5174,20098,1930,1491,2392,258,3737,13698,10022,20217,609,8889,9173,11029,3675,15146,425,5734,2611,1446,5152,7925,100,130,2038,175,322,106,107,311
01-10-21,9681,8671,9624,5150,18950,1928,1462,2425,269,3919,13748,10294,19592,617,8795,10239,11197,3625,13956,405,4962,2706,1473,4976,8274,97,132,2057,199,322,113,141,321
02-10-21,8595,8128,9343,4993,18548,1709,1358,2272,228,3777,14119,9954,19597,552,8788,9573,8420,3237,12346,357,4683,3007,1397,5162,8153,56,126,1940,205,309,99,139,300
03-10-21,8759,8120,9593,5053,18324,1810,1330,2338,245,3971,13519,9733,19268,581,9009,9586,8423,3220,12049,346,4629,2980,1418,5014,7624,80,122,1670,194,286,89,119,291
04-10-21,9278,8732,10533,5328,17080,2017,1433,2307,262,4200,15135,10479,20077,644,9765,10261,9479,3425,14234,396,4966,2895,1399,5350,8305,90,130,1821,180,325,108,123,304
05-10-21,9175,8216,10828,5349,17712,2024,1399,2604,264,4010,14687,10384,20825,616,9477,9841,9194,3543,13697,374,4964,2947,1320,5534,8122,93,143,1864,194,309,112,131,274
06-10-21,8182,8240,11244,5189,17476,1864,1568,2681,263,4004,15182,10453,20196,600,8367,10050,8499,3613,13932,383,5404,3058,1376,5974,8258,99,142,2060,207,325,111,141,314
07-10-21,9145,8080,12082,4979,16830,1911,1508,2510,254,4182,16524,10760,20592,595,8378,10327,8136,3694,14524,406,5800,3115,1386,5797,8626,97,152,2011,195,314,111,125,308
08-10-21,8815,8037,11479,4839,16557,2066,1548,2706,255,4138,16126,10902,20302,595,8327,10759,8615,3463,14278,385,5424,3032,1395,5748,8889,102,146,2045,209,315,113,139,311
09-10-21,8227,8049,12515,4569,18542,1889,1536,2654,252,4160,15793,10991,19623,589,8197,9288,8557,3412,13654,385,5581,3044,1349,5344,8734,93,147,2060,209,317,109,136,292
10-10-21,8856,7661,11478,4536,19095,1900,1385,2535,226,4204,15162,10783,19273,588,8291,9022,7587,3285,12384,328,5823,3154,1439,5489,8463,85,145,2032,192,304,91,138,306
11-10-21,8751,8319,12262,4683,18973,1862,1551,2824,249,4297,16331,10964,20255,601,8767,9738,8369,3351,13636,360,5743,3049,1455,5783,8651,104,115,2089,203,321,104,134,333
12-10-21,9235,8569,12632,4707,20050,1886,1553,2528,243,4378,16089,11054,20775,581,9064,10034,8404,3361,13858,353,5759,2971,1504,5283,8470,94,140,2132,215,322,112,147,330
13-10-21,9400,8259,12657,4382,20173,1934,1623,2513,221,4329,16151,10772,21357,592,9285,10323,8375,3529,13564,368,5954,3011,1516,5709,8079,88,128,2006,209,323,109,143,303
14-10-21,8331,7859,11809,4160,20115,1924,1568,2609,216,4255,16289,10487,21095,595,9339,10182,8286,3404,11896,309,5863,2930,1469,4998,7680,75,125,1885,202,296,109,140,316
15-10-21,8674,6852,11464,3517,18866,1702,1437,2260,192,4142,14993,10397,19049,556,8911,9747,7817,3510,13023,387,5758,2785,1383,5214,7310,66,123,1875,200,292,97,138,287
16-10-21,7324,7519,10907,4084,19958,1899,1555,2366,221,4181,15902,10306,20651,592,8514,8365,8243,3234,13318,411,5839,2981,1324,5128,7281,67,131,2038,202,329,109,147,285
17-10-21,6873,6723,11502,3784,17763,1776,1512,2442,177,3976,16142,9714,20181,587,8945,7458,7941,3086,12165,377,5888,2976,1312,5217,7034,66,131,1952,166,310,97,147,286
18-10-21,7041,6216,10386,3694,14775,1634,1601,2533,192,4153,16717,9108,21471,639,9178,8459,8814,3535,14506,397,5455,2951,1352,5397,6529,91,139,1912,185,347,110,150,263
19-10-21,7028,6741,10336,3644,15604,1599,1615,2638,193,4073,16432,9295,21089,614,9865,9103,9259,3565,14675,430,4467,3087,1305,5357,6669,68,136,1771,178,340,112,138,264
20-10-21,6995,7280,10733,3806,16434,1696,1572,2539,192,4048,16475,9313,21396,619,9815,9223,9693,3473,14244,416,4726,3185,1315,5554,6992,79,122,1697,190,324,110,130,250
21-10-21,6991,7063,10697,3750,15811,1756,1624,2551,198,4023,16611,9290,21597,635,9590,9363,9774,3609,14553,406,4767,3113,1418,5458,7305,88,131,1820,198,351,109,121,271
22-10-21,6631,7033,11126,3794,15898,1778,1666,2471,195,4089,17391,9533,21464,615,9552,9746,9496,3758,14596,422,4882,3054,1453,5648,7426,95,137,1804,176,334,111,125,261
23-10-21,6434,6895,10921,3574,16401,1792,1643,2033,188,4056,17420,9628,21411,591,9512,9553,9185,3493,14433,397,5013,3220,1577,5534,7309,95,140,1792,186,350,110,118,257
24-10-21,5065,5668,10309,3441,15062,1607,1417,2395,151,3857,16732,9585,21249,560,8688,9179,7938,3263,12022,350,5056,3090,1501,5655,6816,82,143,1697,183,297,100,118,252
25-10-21,5386,6243,10847,3467,15153,1717,1619,2709,166,4006,17176,9699,22250,588,8841,9439,8721,3611,14532,391,5079,3274,1464,5027,7460,98,142,1753,182,335,113,135,266
26-10-21,5964,6222,11290,3482,15714,1749,1689,2598,174,4005,17151,10014,22773,619,9119,9455,8814,3605,14589,397,5003,3174,1501,5763,7578,100,139,1783,194,341,110,127,275
27-10-21,5946,6216,11256,3501,14892,1732,1693,2684,172,3969,17015,10186,22839,627,9343,9479,8961,3513,14482,401,6095,3283,1536,5824,7602,100,138,1836,187,371,109,136,262
28-10-21,5910,6112,11563,3404,14886,1781,1703,2632,173,3933,17053,10107,22892,625,9586,9413,9482,3594,14359,396,4691,3431,1503,5710,7563,99,131,1813,186,365,112,145,280
29-10-21,5979,6048,11787,3524,15106,1910,1732,2675,174,3911,17180,10509,22659,637,8925,9531,10020,3708,14011,378,4496,3091,1449,5576,7623,101,138,1732,193,394,113,141,281
30-10-21,5965,5936,11942,3235,14975,1795,1673,2503,163,3914,16659,10761,22763,637,8271,8754,9490,3551,13767,389,4464,3271,1500,5855,7357,102,120,1748,195,382,110,142,274
31-10-21,5439,5381,12042,3180,14183,1737,1616,2519,157,3770,15900,10773,22414,535,7859,8216,8930,3246,12057,334,4526,3202,1496,5474,6621,90,116,1578,181,361,108,134,275
01-11-21,5751,6054,12324,3407,14388,1780,1689,2546,169,3802,16516,11044,23633,605,7717,8353,8437,3471,13385,364,4342,3098,1489,5526,7274,101,130,1576,192,394,116,136,244
02-11-21,5878,6108,12280,3424,14306,1795,1596,2507,172,3666,15996,11317,24107,619,7765,8312,9066,3462,12927,375,4476,3095,1458,5423,7187,96,131,1603,193,364,119,137,239
03-11-21,5843,5934,12382,3389,13919,1671,1621,2398,169,3709,14835,11359,23573,620,7641,8017,9354,3460,11843,351,4533,3239,1433,5681,7301,90,123,1632,197,372,114,135,237
04-11-21,4921,4321,12141,2710,12994,1530,1338,2620,142,3325,12639,11398,20128,457,7235,7587,9225,3389,9436,284,4475,3052,1500,5559,6650,78,119,1538,189,368,115,139,239
05-11-21,4156,4310,11524,2660,13530,1389,1217,2633,147,3106,11164,10946,20095,539,7563,7710,8413,3632,10288,343,4550,3160,1426,5757,6566,73,122,1490,195,376,112,143,237
06-11-21,5547,5037,11767,2869,13609,1484,1437,2655,163,3348,11947,11449,20371,593,7626,7642,8228,3619,11412,356,4406,2992,1433,5872,6108,76,117,1520,181,363,113,144,230
07-11-21,5328,5134,12305,2914,13820,1563,1452,2404,149,3424,12496,11513,20720,554,7245,7497,8183,3312,10792,318,4504,3053,1534,5398,5946,74,122,1436,192,346,93,136,220
08-11-21,5640,5763,12846,3261,14605,1701,1644,2519,167,3483,13640,11731,22961,618,7554,7870,8926,3479,11898,333,4357,3221,1435,5201,6430,97,112,1495,195,387,111,138,236
09-11-21,5896,5830,12982,3290,14865,1783,1671,2658,174,3541,14892,12166,23568,609,7865,8015,9089,3523,12182,350,4240,3306,1426,5232,6649,100,127,1577,201,363,111,141,244
10-11-21,5728,5815,13672,3425,14892,1845,1766,2734,175,3521,15303,12423,23535,595,7865,8121,9322,3594,933,310,4091,3256,1570,5350,6604,98,131,1587,200,372,113,137,248
11-11-21,5892,5747,13765,3267,15115,1809,1759,3003,170,3517,15513,12704,23703,604,7146,8129,9356,3697,10698,321,4108,3139,1444,5279,6740,98,124,1613,197,394,113,141,251
12-11-21,5986,5884,13897,3502,15046,1865,1694,2849,177,3475,15791,12971,23719,604,7323,7862,9085,3566,12325,334,4240,3173,1519,5355,6930,99,128,1570,181,392,114,140,248
13-11-21,5916,5770,13792,3244,15479,1839,1623,2694,173,3219,15939,12975,24192,626,7794,7360,8915,3424,12488,352,4272,3148,1406,5582,6817,102,125,1513,191,382,112,142,213
14-11-21,5651,5258,13691,3260,15031,1783,1536,2482,154,3450,15861,13340,23469,527,7341,6988,8115,3125,10875,317,4255,3048,1400,5429,5722,88,125,1427,192,358,105,133,212
15-11-21,5631,5803,13724,3416,15531,1816,1673,2816,179,3423,16797,13770,25215,622,7723,7470,8415,3457,12673,351,4228,3132,1476,5250,6267,102,139,1494,203,375,112,148,214
16-11-21,5924,5786,13827,3396,15440,1873,1691,2938,180,3443,16508,13508,25014,593,7699,7353,8457,3475,13157,367,4249,3075,1469,5188,6405,104,123,1541,209,373,119,124,231
17-11-21,5960,5784,14213,3531,15489,1876,1695,2693,181,3525,16294,13868,24075,624,7574,7226,7937,3621,12654,364,4273,3233,1482,5048,6389,103,143,1522,196,375,118,142,225
18-11-21,5839,5870,13913,3477,15580,1833,1728,2792,180,3582,16390,13588,24243,615,7183,7375,7746,3555,12330,364,4182,3053,1450,5054,6355,99,126,1526,201,361,116,144,223
